Emirate_Ar,Emirate_En,Year,اسم المحطة,Type of Location ,نوع موقع المحطة ,Station Name,Month_Ar,Month_En,Category_Type_Ar,Category_Type_En,Value,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013, بدع زايد,Urban/Residential,حضرية/ سكنية,Bida Zayed ,أكتوبر,Oct.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),75.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,حبشان,Residential,ريفية/ سكنية,Habshan South ,أكتوبر,Oct.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),65.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,الرويس,Industrial,صناعية  ,Ruwais ,أكتوبر,Oct.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),88.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,مدرسة غياثي,Down Town,وسط المدينة,Gayathi School,أكتوبر,Oct.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),67.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,واحة ليوا,Remote,نائية,Liwa Oasis,أكتوبر,Oct.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),65.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,الكرامة,Urban/Residential, حضرية/ سكنية,Karama,أكتوبر,Oct.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),93.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,تلال الامارات,Urban/Residential,حضرية/ سكنية,Emirates Hills,أكتوبر,Oct.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),35.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,مطار دبي,Urban/Residential,حضرية/ سكنية,Dubai Airport,أكتوبر,Oct.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),18.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,حتا,Down town,وسط المدينة ,Hatta,أكتوبر,Oct.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),17.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,ميناء جبل علي,Industrial ,صناعية  ,Jebel Ali Port,أكتوبر,Oct.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),92.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,شارع الشيخ زايد,Traffic,جانب الطريق,Shk. Zayed Road,أكتوبر,Oct.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),26.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,شارع الشيخ محمد بن زايد,Traffic,جانب الطريق,Sheikh Mohd. Bin Zayed Rd.,أكتوبر,Oct.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),56.0,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2013,الجير,Residential,سكنية ,Al Jeer,أكتوبر,Oct.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),101.2,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2013,البريرات,Residential,سكنية ,Al Burairat,أكتوبر,Oct.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),162.8,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2013,القاسمية,Residential,سكنية ,AL Qasmiah,أكتوبر,Oct.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),236.5,,,,,,,,,,,,,,,,,
دبي,Dubai,2016,ديره,Residential- ommercial,سكنية-تجارية,Deira,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),-,,,,,,,,,,,,,,,,,
دبي,Dubai,2016,تلال الإمارات,Residential,سكنية,Emirates Hills,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),107,,,,,,,,,,,,,,,,,
دبي,Dubai,2016,شارع الشيخ زايد,Traffic,جانب الطريق,Shk. Zayed Road,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),73,,,,,,,,,,,,,,,,,
دبي,Dubai,2016,شارع الشيخ محمد بن زايد,Traffic,جانب الطريق,Sheikh Mohd. Bin Zayed Rd.,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),77,,,,,,,,,,,,,,,,,
الشارقة,Sharjah,2016,الحمرية,Industrial ,صناعية ,Al hummariah,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),113,,,,,,,,,,,,,,,,,
الشارقة,Sharjah,2016,كلباء,Residential,سكنية,Kalba,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),126,,,,,,,,,,,,,,,,,
عجمان ,Ajman,2016,مشيرف,Residential,سكنية ,Musharif,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),118,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2016,الجير,Residential,سكنية ,Al Jeer,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),103,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2016,البريرات,Residential,سكنية ,Al Burairat,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),119,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2016,القاسمية,Residential,سكنية ,AL Qasmiah,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),122,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2016,غليلة,Residential,سكنية ,Ghalilah,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),109,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,شارع حمدان,Traffic,جانب الطريق,Hamdan Street,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),77,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مدرسة خديجة,Down Town,وسط المدينة ,Khadejah School,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),60,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مدرسة خليفة,Urban/Residential,حضرية/ سكنية,Khalifa School,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),53,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,المقطع,Urban/Residential,حضرية/ سكنية,Al Maqta,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),58,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مدينة خليفة أ,Urban/Residential, حضرية/ سكنية,Khalifa City A,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),64,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مدرسة بني ياس,Urban/Residential,حضرية/ سكنية,Baniyas School,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),70,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مصفح,Industrial,صناعية  ,Mussafah ,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),96,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,المفرق,Industrial,صناعية,Al Mafraq,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),126,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015, شارع العين,Traffic,جانب الطريق,Al Ain Street,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),49,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مدرسة العين,Urban/Residential,حضرية/ سكنية,Al Ain Islamic Institute,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),66,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,الطوية,Urban/Residential,حضرية/ سكنية,Al Tawia,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),82,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,زاخر,Urban/Residential, حضرية/ سكنية,Zakher ,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),54,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,سويحان,Urban/Residential,حضرية/ سكنية,Sweihan,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),69,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,القوع,Residential,ريفية/ سكنية,Al Qua'a,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),68,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015, بدع زايد,Urban/Residential,حضرية/ سكنية,Bida Zayed ,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),71,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,حبشان,Residential,ريفية/ سكنية,Habshan South ,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),122,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,الرويس,Industrial,صناعية  ,Ruwais ,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),59,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مدرسة غياثي,Down Town,وسط المدينة,Gayathi School,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),54,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,واحة ليوا,Remote,نائية,Liwa Oasis,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),51,,,,,,,,,,,,,,,,,
دبي,Dubai,2015,الكرامة,Urban/Residential, حضرية/ سكنية,Karama,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),-,,,,,,,,,,,,,,,,,
دبي,Dubai,2015,تلال الامارات,Urban/Residential,حضرية/ سكنية,Emirates Hills,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),27,,,,,,,,,,,,,,,,,
دبي,Dubai,2015,مطار دبي,Urban/Residential,حضرية/ سكنية,Dubai Airport,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),159,,,,,,,,,,,,,,,,,
دبي,Dubai,2015,حتا,Down town,وسط المدينة ,Hatta,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),43,,,,,,,,,,,,,,,,,
دبي,Dubai,2015,ميناء جبل علي,Industrial ,صناعية  ,Jebel Ali Port,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),181,,,,,,,,,,,,,,,,,
دبي,Dubai,2015,شارع الشيخ زايد,Traffic,جانب الطريق,Shk. Zayed Road,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),-,,,,,,,,,,,,,,,,,
دبي,Dubai,2015,شارع الشيخ محمد بن زايد,Traffic,جانب الطريق,Sheikh Mohd. Bin Zayed Rd.,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),-,,,,,,,,,,,,,,,,,
الشارقة,Sharjah,2015,الحمرية,Industrial ,صناعية ,Al hummariah,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),97,,,,,,,,,,,,,,,,,
الشارقة,Sharjah,2015,كلباء,Residential, حضرية/ سكنية,Kalba,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),82,,,,,,,,,,,,,,,,,
عجمان ,Ajman,2015,مشيرف,Residential,سكنية ,Musharif,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),82,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2015,الجير,Residential,سكنية ,Al Jeer,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),117,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2015,البريرات,Residential,سكنية ,Al Burairat,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),88,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2015,القاسمية,Residential,سكنية ,AL Qasmiah,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),94,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2015,غليلة,Residential,سكنية ,Ghalilah,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),88,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2014,شارع حمدان,Traffic,جانب الطريق,Hamdan Street,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),75.7,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2014,مدرسة خديجة,Down Town,وسط المدينة ,Khadejah School,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),19.3,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2014,مدرسة خليفة,Urban/Residential,حضرية/ سكنية,Khalifa School,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),50.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2014,المقطع,Urban/Residential,حضرية/ سكنية,Al Maqta,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),70.5,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2014,مدينة خليفة أ,Urban/Residential, حضرية/ سكنية,Khalifa City A,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),68.1,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2014,مدرسة بني ياس,Urban/Residential,حضرية/ سكنية,Baniyas School,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),62.2,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2014,مصفح,Industrial,صناعية  ,Mussafah ,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),121.3,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2014,المفرق,Industrial,صناعية,Al Mafraq,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),130.1,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2014, شارع العين,Traffic,جانب الطريق,Al Ain Street,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),64.1,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2014,مدرسة العين,Urban/Residential,حضرية/ سكنية,Al Ain Islamic Institute,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),64.1,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2014,الطوية,Urban/Residential,حضرية/ سكنية,Al Tawia,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),68.3,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2014,زاخر,Urban/Residential, حضرية/ سكنية,Zakher ,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),50.8,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2014,سويحان,Urban/Residential,حضرية/ سكنية,Sweihan,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),48.9,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2014,القوع,Residential,ريفية/ سكنية,Al Qua'a,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),55.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2014,طريق أبوظبي - طريف السريع,Traffic,جانب الطريق,Abu Dhabi- Tarif Road,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),-,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2014, بدع زايد,Urban/Residential,حضرية/ سكنية,Bida Zayed ,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),56.4,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2014,حبشان,Residential,ريفية/ سكنية,Habshan South ,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),57.2,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2014,الرويس,Industrial,صناعية  ,Ruwais ,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),80.5,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2014,مدرسة غياثي,Down Town,وسط المدينة,Gayathi School,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),57.9,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2014,واحة ليوا,Remote,نائية,Liwa Oasis,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),49.3,,,,,,,,,,,,,,,,,
دبي,Dubai,2014,الكرامة,Urban/Residential, حضرية/ سكنية,Karama,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),140.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2014,تلال الامارات,Urban/Residential,حضرية/ سكنية,Emirates Hills,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),51.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2014,مطار دبي,Urban/Residential,حضرية/ سكنية,Dubai Airport,نوفمبر ,Nov.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),19.0,,,,,,,,,,,,,,,,,
